SHOP_ID,MERCHANT_NAME,CARRIER,LABEL_SERVICE,SHIPPING_INTEGRATION_NAME,TRACKING_NUMBER,PKG_WEIGHT_IN_GRAMS,TOTAL_LABEL_RATE_SHOPPER_CURRENCY,TOTAL_LABEL_RATE_USD,ORIGIN_CITY,ORIGIN_STATE,ORIGIN_ZIP,DESTINATION_CITY,DESTINATION_STATE,DESTINATION_ZIP,RETURN_ID,LABEL_CREATED_DATE,LABEL_UPDATE_DATE
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396230693706,3912,7.98,,Woodbury,Minnesota,55129,SIDNEY,Ohio,45365,94585706,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396231263937,538,7.75,,Alexandria,Virginia,22301-1290,Pittston,Pennsylvania,18640,94586519,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396231271980,2097,8.97,,Naples,Florida,34112,Pittston,Pennsylvania,18640,94586547,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396231687111,1871,8.97,,Austin,Texas,78704,North Las Vegas,Nevada,89115,94587101,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396231755690,1672,7.5,,Sellersville,Pennsylvania,18960,Pittston,Pennsylvania,18640,94587205,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396232054510,6151,7.98,7.98,Bethlehem,Pennsylvania,18015,SIDNEY,Ohio,45365,94587597,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396232214177,2778,7.75,,Palmdale,California,93551,North Las Vegas,Nevada,89115,94587845,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396232522059,2041,7.98,,Chapel hill,North Carolina,27516,SIDNEY,Ohio,45365,94588272,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396233302036,595,7.5,,NY,New York,10014,Pittston,Pennsylvania,18640,94589399,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396233313640,3628,7.5,,Stony Brook,New York,11790-2327,Pittston,Pennsylvania,18640,94589420,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396233472881,7087,7.5,,Adamstown,Pennsylvania,19501,Pittston,Pennsylvania,18640,94589640,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396233617140,793,7.98,,Boulder,Colorado,80301,North Las Vegas,Nevada,89115,94589825,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396234441385,3231,7.5,,Brooklyn,New York,11222,Pittston,Pennsylvania,18640,94591038,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396234752120,2636,7.5,,Princeton,New Jersey,8540,Pittston,Pennsylvania,18640,94591503,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396235266184,5499,8.22,,Edina,Minnesota,55424,Pittston,Pennsylvania,18640,94592275,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396235501987,2069,7.98,,Goshen,New York,10924,SIDNEY,Ohio,45365,94592609,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396235516497,2948,8.46,,Pasadena,California,91105,Arlington,Texas,76015,94592631,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396235624763,1445,8.26,,Amarillo,Texas,79109,North Las Vegas,Nevada,89115,94592803,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396235741600,11623,7.5,,New York,New York,10065,Pittston,Pennsylvania,18640,94592960,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396235813647,1502,7.98,,SCARBOROUGH,Maine,04074-9172,Pittston,Pennsylvania,18640,94593067,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396236057250,1502,8.26,,Bend,Oregon,97702,North Las Vegas,Nevada,89115,94593426,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396236273859,8193,9.81,,Centennial,Colorado,80015,North Las Vegas,Nevada,89115,94593704,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396236610053,3685,7.75,,San Diego,California,92117,North Las Vegas,Nevada,89115,94594226,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396237146491,4309,7.5,,Dallas,Texas,75229,Arlington,Texas,76015,94595001,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396237766916,1672,7.75,,Chicago,Illinois,60614,SIDNEY,Ohio,45365,94595959,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396239137250,1048,7.98,,Albuquerque,New Mexico,87176,North Las Vegas,Nevada,89115,94598051,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396239222938,1871,8.61,,Luck,Wisconsin,54853,Pittston,Pennsylvania,18640,94598191,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396239383439,2126,7.75,,San Bernardino,California,92407,North Las Vegas,Nevada,89115,94598431,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396239392250,4394,8.86,,Austin,Texas,78748,North Las Vegas,Nevada,89115,94598447,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396239398980,1445,8.26,,Highlands Ranch,Colorado,80126-2045,North Las Vegas,Nevada,89115,94598469,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396239616040,5953,8.25,,Westminster,Colorado,80030,Arlington,Texas,76015,94598841,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396239893190,1502,7.5,,East Hartford,Connecticut,6118,Pittston,Pennsylvania,18640,94599313,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396239970593,1530,9.07,,San Francisco,California,94114,Arlington,Texas,76015,94599444,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396240134244,2863,7.98,,San Francisco,California,94114,North Las Vegas,Nevada,89115,94599711,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396240333655,4139,8.86,,Port St Lucie,Florida,34986,Pittston,Pennsylvania,18640,94600034,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396240343873,7087,10.5,,Lake Oswego,Oregon,97034,Marysville,California,95901,94600052,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396240791247,3685,8.76,,San Diego,California,92114,Arlington,Texas,76015,94600791,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396240946905,311,7.98,,Watsonville,California,95076,North Las Vegas,Nevada,89115,94601057,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396241029043,1871,7.5,,New York,New York,10036,Pittston,Pennsylvania,18640,94601200,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396241407543,5698,8.83,,Cedar Park,Texas,78613,North Las Vegas,Nevada,89115,94601856,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396241635159,2438,7.75,,Los Angeles,California,90019,North Las Vegas,Nevada,89115,94602281,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396241885262,1077,7.75,,Atascadero,California,93422,North Las Vegas,Nevada,89115,94602690,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396241966075,5839,7.75,,Encino,California,91316,North Las Vegas,Nevada,89115,94602821,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396242128528,2834,7.98,,Patagonia,Arizona,85624,North Las Vegas,Nevada,89115,94603073,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396242159940,2409,7.98,,Bayonne,New Jersey,7002,SIDNEY,Ohio,45365,94603123,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396242460080,4819,7.75,,Bentonville,Arkansas,72712,Arlington,Texas,76015,94603665,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396242588112,3486,7.98,,Rock Hill,South Carolina,29732,Pittston,Pennsylvania,18640,94603889,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396242825322,1530,7.5,,Doylestown,Pennsylvania,18902,Pittston,Pennsylvania,18640,94604278,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396243621707,3430,7.5,,Middletown,Delaware,19709,Pittston,Pennsylvania,18640,94605625,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396243658370,6747,7.5,,New York,New York,10003,Pittston,Pennsylvania,18640,94605686,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396244256420,1105,8.46,,Pea Ridge,Arkansas,72751-2324,North Las Vegas,Nevada,89115,94606704,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396245155472,2126,8.61,,Yakima,Washington,98908,North Las Vegas,Nevada,89115,94608176,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396245404285,283,7.75,,Westlake Village,California,91361,North Las Vegas,Nevada,89115,94608572,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396245632225,5301,7.98,,Athens,Ohio,45701,Pittston,Pennsylvania,18640,94608987,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396245667918,3231,7.75,,Chicago,Illinois,60613,SIDNEY,Ohio,45365,94609049,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396245786147,2466,7.5,,New York,New York,10024,Pittston,Pennsylvania,18640,94609247,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396245944076,3090,7.98,,Belmont,California,94002,North Las Vegas,Nevada,89115,94609508,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396246081760,1871,8.61,,Louisville,Colorado,80027,Arlington,Texas,76015,94609735,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396246165930,6577,7.98,,Santa Cruz,California,95062,North Las Vegas,Nevada,89115,94609881,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396246254111,1502,8.26,,Edmonds,Washington,98026,North Las Vegas,Nevada,89115,94610044,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396246465125,1871,8.97,,Playa Vista,California,90094,Arlington,Texas,76015,94610383,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396246738818,4167,7.98,,Van Dyne,Wisconsin,54979,SIDNEY,Ohio,45365,94610828,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396247133768,2409,7.5,,CROTON ON HUDSON,New York,10520,Pittston,Pennsylvania,18640,94611435,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396247257404,3486,8.58,,Manchaca,Texas,78652,North Las Vegas,Nevada,89115,94611606,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396247463655,3005,8.22,,Lynden,Washington,98264,North Las Vegas,Nevada,89115,94611969,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396247730125,2778,8.22,,Chicago,Illinois,60613,Pittston,Pennsylvania,18640,94612416,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396247840162,1842,7.98,,Indianapolis,Indiana,46202,Pittston,Pennsylvania,18640,94612592,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396247961976,1672,7.75,,Beverly Hills,California,90211,North Las Vegas,Nevada,89115,94612783,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396248109921,3005,7.98,,Kensington,Maryland,20895,SIDNEY,Ohio,45365,94613031,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396248325279,2154,8.61,,Mokena,Illinois,60448,Pittston,Pennsylvania,18640,94613361,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396248979595,2778,8.22,,Blackstone,Massachusetts,1504,SIDNEY,Ohio,45365,94614502,12/4/2025,12/4/2025
925,Brooklinen,FedEx,FEDEX_GROUND,EasyPost,396248985259,1502,7.75,,Westerly,Rhode Island,2891,Pittston,Pennsylvania,18640,94614514,12/4/2025,12/4/2025
